ilkid,firstname,lastname,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
MYERSPE01,Pete,Myers,N,377,6039,1804,220,451,671,807,263,75,465,681,1568,660,677,452,146,32
NABERBO01,Bob,Naber,N,4,11,1,0,0,5,1,0,0,0,6,4,0,2,1,0,0
NACHABO01,Boris,Nachamkin,N,6,59,20,0,0,19,3,0,0,0,6,20,6,13,8,0,0
NACHBBO01,Bostjan,Nachbar,N,130,1934,661,35,228,263,107,45,32,102,268,573,219,156,123,269,100
NAGELJE01,Jerry,Nagel,N,14,0,13,0,0,0,18,0,0,0,11,28,6,4,1,0,0
NAGYFR01,Fred,Nagy,N,50,0,253,0,0,0,68,0,0,0,84,271,94,97,65,0,0
NAILOLE01,Lee,Nailon,N,284,5583,2529,294,600,894,291,125,49,310,564,2286,1081,467,366,9,1
NAJERED01,Eduardo,Najera,N,276,4796,1381,319,739,1058,202,185,103,170,571,1126,554,409,264,31,9
NANCELA01,Larry,Nance,N,920,30697,15687,2299,5053,7352,2393,872,2027,1711,2703,11664,6370,3892,2939,55,8
NAPOLPA01,Paul,Napolitano,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NASHBO01,Bob,Nash,A,17,175,67,0,55,55,12,4,2,16,30,78,27,18,13,2,0
NASHBO01,Bob,Nash,N,219,2557,1036,182,267,483,147,59,43,129,275,1013,441,211,154,0,0
NASHCH01,Charles,Nash,A,39,786,333,0,0,190,46,0,0,49,63,305,106,162,121,1,0
NASHCH01,Charles,Nash,N,45,357,137,0,0,83,19,0,0,0,57,145,47,52,43,0,0
NASHST01,Steve,Nash,N,624,18269,8006,355,1295,1650,4180,508,38,1426,1188,6132,2885,1647,1469,1836,767
NATERSW01,Swen,Nater,A,233,6878,3037,0,3043,3043,281,106,201,555,692,2411,1282,655,473,6,0
NATERSW01,Swen,Nater,N,489,13868,5943,1538,3759,5297,954,258,226,982,1501,4528,2432,1419,1078,4,1
NATHAHO01,Howard,Nathan,N,5,15,13,0,0,0,2,3,0,8,2,9,5,4,3,1,0
NATTCA01,Calvin,Natt,N,599,18818,10291,1370,2700,4070,1306,525,191,1256,1386,7580,4003,2954,2269,73,16
NATTKE01,Kenny,Natt,N,49,388,150,17,23,40,41,12,1,35,57,156,65,29,18,10,2
NAULLWI01,Willie,Naulls,N,716,20620,11305,0,0,6508,1114,0,0,0,2216,11145,4526,2774,2253,0,0
NDIAYMA01,Makhtar,Ndiaye,N,4,27,5,3,2,5,1,0,1,1,9,4,1,4,3,0,0
NDIAYMA02,Mamadou,Ndiaye,N,69,858,262,82,143,225,8,17,64,40,146,199,85,125,92,1,0
NEALCR01,Craig,Neal,N,63,625,158,9,36,45,155,28,4,73,96,158,59,45,27,43,13
NEALJI01,Jim,Neal,N,80,1093,351,0,0,304,33,0,0,0,166,428,129,154,93,0,0
NEALLL01,Lloyd,Neal,N,435,11015,4846,686,1717,3370,632,178,324,102,1271,4087,1981,1316,884,0,0
NEALYED01,Ed,Nealy,N,540,6792,1451,585,1214,1799,392,256,51,226,893,1111,553,449,307,130,38
NEGRAAL01,Al,Negratti,N,11,0,31,0,0,0,5,0,0,0,20,69,13,8,5,0,0
NELSOBA01,Barry,Nelson,N,28,102,35,0,0,20,7,0,0,0,21,36,15,10,5,0,0
NELSODO01,Don,Nelson,N,1053,21685,10898,273,723,5192,1526,65,35,0,2451,8373,4017,3744,2864,0,0
NELSOJA01,Jameer,Nelson,N,79,1612,689,52,141,193,237,78,3,117,199,628,286,107,73,141,44
NELSOLO01,Louie,Nelson,N,224,4947,2113,197,330,527,436,202,21,48,437,1874,819,644,475,0,0
NELSORO01,Ron,Nelson,A,59,490,186,0,0,53,47,0,0,0,95,172,72,54,41,3,1
NEMBHRU01,Ruben,Nembhard,N,10,113,40,3,5,8,17,9,0,8,12,37,16,10,8,6,0
NEMELDI01,Dick,Nemelka,A,39,504,216,0,0,59,57,0,0,0,60,213,82,49,32,62,20
NESBYTY01,Tyrone,Nesby,N,255,6659,2431,141,800,941,370,264,93,269,667,2271,918,523,404,604,191
NESSLMA01,Martin,Nessley,N,44,336,48,23,59,82,16,8,12,23,89,52,20,18,8,0,0
NESTERA01,Radoslav,Nesterovic,N,468,11675,3475,889,1914,2803,513,212,655,500,1428,3313,1606,480,263,6,0
NETOLBO01,Bob,Netolicky,A,618,20554,9876,0,636,5518,848,37,52,859,1365,8248,4058,2644,1748,62,12
NEUMAJO01,Johnny,Neumann,A,372,9332,5558,0,516,1148,1177,189,63,1088,1225,5075,2211,1287,991,539,145
NEUMAJO01,Johnny,Neumann,N,83,1153,464,29,57,86,168,37,11,22,158,483,196,105,72,0,0
NEUMAPA01,Paul,Neumann,N,451,11003,4989,0,0,1318,1453,0,0,0,1293,4136,1827,1670,1335,0,0
NEVITCH01,Chuck,Nevitt,N,155,826,251,82,157,239,19,18,111,80,211,226,99,90,53,0,0
NEWBEME01,Melvin,Newbern,N,33,311,119,19,18,37,57,23,1,32,42,113,42,60,34,8,1
NEWBIIV01,Ivano,Newbill,N,134,1430,198,140,213,353,50,50,29,71,213,192,76,104,45,1,1
NEWBLIR01,Ira,Newble,N,280,6466,1648,242,661,903,313,165,87,239,562,1485,673,309,244,172,58
NEWLIMI01,Mike,Newlin,N,837,24574,12507,559,1367,2494,3364,702,58,878,2542,10133,4720,3456,3005,205,62
NEWMADA01,Dave,Newmark,A,31,457,234,0,0,157,28,0,0,0,84,209,100,60,34,0,0
NEWMADA01,Dave,Newmark,N,145,1771,769,0,0,521,100,0,0,0,333,771,312,216,145,0,0
NEWMAJO01,Johnny,Newman,N,1159,28435,12740,941,1595,2536,1688,1064,246,1656,3199,9671,4456,3984,3228,1786,600
NEWTOBI01,Bill,Newton,A,35,190,73,0,18,65,14,2,0,17,52,71,31,20,10,2,1
NICHOJA01,Jack,Nichols,N,504,10703,5245,0,0,2782,964,0,0,0,1513,5462,2013,1620,1219,0,0
NICKEGA01,Gaylon,Nickerson,N,4,42,15,1,4,5,1,1,1,1,1,12,4,7,7,2,0
NICKSCA01,Carl,Nicks,N,156,2579,1067,112,185,297,249,132,7,228,342,973,450,293,167,10,0
NIEMARI01,Rich,Niemann,A,153,2650,1123,0,0,979,142,0,10,27,443,945,456,288,211,0,0
NIEMARI01,Rich,Niemann,N,34,272,107,0,0,100,16,0,0,0,61,106,44,25,19,0,0
NIEMIJO01,John,Niemiera,N,115,0,686,0,0,0,212,0,0,0,192,681,225,304,236,0,0
NILESMI01,Mike,Niles,N,44,231,115,26,32,58,15,8,1,25,41,138,48,37,17,4,2
NIMPHKU01,Kurt,Nimphius,N,564,11441,3602,883,1591,2474,681,191,696,559,1631,2981,1451,1045,698,20,2
NIXDY01,Dyron,Nix,N,20,109,39,8,18,26,5,3,1,7,15,39,14,16,11,0,0
NIXONNO01,Norm,Nixon,N,768,27250,12065,473,1518,1991,6386,1187,71,2368,1983,10805,5219,1978,1527,340,100
NOBLECH01,Chuck,Noble,N,411,9212,3276,0,0,1075,1344,0,0,0,1128,3937,1362,755,552,0,0
NOCIOAN01,Andres,Nocioni,N,81,1891,677,69,317,386,122,37,34,135,208,601,241,222,170,97,25
NOELPA01,Paul,Noel,N,201,32,661,0,0,85,140,0,0,0,324,889,259,225,143,0,0
NOLANJI01,Jim,Nolan,N,5,0,8,0,0,0,4,0,0,0,14,21,4,0,0,0,0
NOLENPA01,Paul,Nolen,N,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
NORDGJE01,Jeff,Nordgaard,N,13,48,18,4,10,14,3,2,0,3,7,18,5,9,8,0,0
NORDMRO01,Robert,Nordmann,N,133,1628,571,0,0,517,73,0,0,0,293,516,237,198,97,0,0
NORLAJO01,Johnny,Norlander,N,217,0,1811,0,0,9,218,0,0,0,433,2007,659,728,493,0,0
NORMACO01,Connie,Norman,N,99,1213,595,67,78,145,94,41,11,22,131,631,277,50,41,0,0
NORMAKE01,Ken,Norman,N,646,18992,8717,1352,2593,3945,1355,517,431,1173,1483,7695,3737,1786,1012,741,231
NORRIAU01,Audie,Norris,N,187,2585,819,197,379,576,147,85,69,247,513,554,283,382,253,3,0
NORRIMO01,Moochie,Norris,N,400,7214,2147,143,671,814,1183,301,18,491,435,1921,770,666,495,392,112
NORRISY01,Sylvester,Norris,N,17,189,40,10,33,43,6,3,12,19,41,43,18,6,4,0,0
NORWOWI01,Willie,Norwood,N,430,7341,3209,393,564,1597,364,218,22,56,1049,2494,1218,1109,773,0,0
NOSTRGE01,George,Nostrand,N,221,0,1804,0,0,0,184,0,0,0,575,2222,678,832,448,0,0
NOSZKST01,Stan,Noszka,N,110,0,660,0,0,0,68,0,0,0,271,913,256,222,148,0,0
NOVAKMI01,Mike,Novak,N,125,24,420,0,0,2,175,0,0,0,336,519,161,173,98,0,0
NOWELME01,Mel,Nowell,A,76,1555,731,0,0,193,155,0,0,142,188,679,273,213,176,32,9
NOWELME01,Mel,Nowell,N,39,589,232,0,0,67,84,0,0,0,86,237,92,66,48,0,0
NOWITDI01,Dirk,Nowitzki,N,522,18961,11106,569,3852,4421,1295,554,578,978,1469,8203,3800,3209,2748,2022,758
NUTTDE01,Dennis,Nutt,N,25,91,57,1,7,8,16,7,0,10,6,40,16,22,20,17,5
NWOSUJU01,Julius,Nwosu,N,23,84,31,11,13,24,3,0,2,9,20,28,9,17,13,0,0
OAKLECH01,Charles,Oakley,N,1282,40282,12417,3887,8318,12205,3217,1351,386,2785,4421,10263,4835,3522,2679,269,68
OBANCH01,Charles,O'bannon,N,48,399,120,32,35,67,29,11,4,17,37,125,50,23,20,4,0
OBANED01,Ed,O'bannon,N,128,2061,634,115,200,315,102,73,23,82,192,679,249,143,108,126,28
OBOYJO01,John,O'boyle,N,5,97,21,0,0,10,5,0,0,0,20,26,8,7,5,0,0
OBRIBO01,Bob,O'brien,N,46,0,81,0,0,0,10,0,0,0,72,131,27,58,27,0,0
OBRIEJI01,Jimmy,Obrien,A,303,6148,1795,0,320,618,1244,152,3,534,518,1791,720,406,337,102,18
OBRIEJI02,Jim,Obrien,A,58,665,268,0,138,138,87,41,26,81,61,240,103,75,56,30,6
OBRIRA01,Ralph,O'brien,N,119,2335,848,0,0,192,180,0,0,0,189,899,324,241,200,0,0
OCONDE01,Dermie,O'connell,N,82,0,473,0,0,0,156,0,0,0,131,740,198,145,77,0,0
ODOMLA01,Lamar,Odom,N,374,13603,6002,643,2475,3118,1623,357,430,1156,1283,4942,2200,1830,1308,952,294
ODONAN01,Andy,O'donnell,N,25,0,90,0,0,0,17,0,0,0,32,108,38,18,14,0,0
OGDENCA01,Carlos,Ogden,N,74,490,257,0,0,106,48,0,0,0,83,238,106,65,45,0,0
OGDENRA01,Ralph,Ogden,N,32,162,42,0,0,32,9,0,0,0,17,71,17,12,8,0,0
OGGAL01,Alan,Ogg,N,80,657,175,48,85,133,13,12,58,30,132,152,75,44,25,2,0
OGRAFR01,Francis,O'grady,N,146,0,537,0,0,0,97,0,0,0,178,781,207,178,123,0,0
OHANLFR01,Fran,Ohanlon,A,14,101,22,0,0,4,13,0,0,0,18,22,8,9,6,1,0
OHLDO01,Don,Ohl,N,727,22413,11549,0,0,2163,2243,0,0,0,2014,10806,4685,2975,2179,0,0
OKAFOEM01,Emeka,Okafor,N,73,2599,1105,275,520,795,64,62,125,125,214,1003,448,343,209,1,0
OKEEDI01,Dick,O'keefe,N,172,0,888,0,0,37,160,0,0,0,499,1162,316,400,256,0,0
OKEETO01,Tommy,O'keefe,N,6,0,23,0,0,7,10,0,0,0,5,28,10,4,3,0,0
OKORMI01,Mike,O'koren,N,407,8810,3355,489,902,1391,856,311,89,541,894,2960,1449,648,422,129,35
OKURME01,Mehmet,Okur,N,225,5250,2230,471,901,1372,306,93,170,308,532,1721,785,727,587,223,73
OLAJUHA01,Hakeem,Olajuwon,N,1238,44223,26946,3987,9760,13747,3058,2162,3830,3667,4383,20991,10749,7621,5423,124,25
OLBERMA01,Mark,Olberding,A,81,2055,795,0,530,530,142,50,37,141,249,607,302,247,191,0,0
OLBERMA01,Mark,Olberding,N,865,21637,8145,1238,3265,4503,2190,573,235,1509,2883,5750,2824,3074,2492,41,5
OLDHAJA01,Jawann,Oldham,N,329,5241,1455,431,922,1353,162,97,546,362,820,1269,608,394,239,3,0
OLDHAJO01,Johnny,Oldham,N,127,0,926,0,0,242,226,0,0,0,434,1023,326,437,274,0,0
OLEYNFR01,Frank,Oleynick,N,102,1166,508,23,67,90,113,34,10,0,110,539,208,130,92,0,0
OLIVEBR01,Brian,Oliver,N,118,1182,389,31,92,123,114,45,6,78,121,400,155,105,74,22,5
OLIVEDE01,Dean,Oliver,N,35,231,64,8,16,24,44,10,0,21,25,75,24,17,13,19,3
OLIVEJI01,Jimmy,Oliver,N,78,856,331,18,62,80,55,27,3,33,66,332,135,57,44,50,17
OLIVEJO01,John,Olive,N,35,204,44,3,17,20,3,4,0,15,34,42,13,23,18,0,0
OLLIEKE01,Kevin,Ollie,N,424,6898,1789,86,641,727,1095,243,17,371,505,1435,581,793,619,21,8
OLLRIGE01,Gene,Ollrich,N,14,0,44,0,0,0,24,0,0,0,34,72,17,14,10,0,0
OLOWOMI01,Michael,Olowokandi,N,428,11976,3857,767,2379,3146,299,196,651,826,1348,3823,1662,886,533,0,0
OLSENBU01,Bud,Olsen,A,84,1375,343,0,0,374,249,0,0,0,234,330,158,73,26,4,1
OLSENBU01,Bud,Olsen,N,76,715,235,0,0,217,31,0,0,0,95,235,96,106,43,0,0
OLSENEN01,Enoch,Olsen,N,369,4218,1592,0,0,1111,293,0,0,0,641,1542,653,517,286,0,0
OMALGR01,Grady,O'malley,N,24,113,50,0,0,26,10,0,0,0,12,60,21,19,8,0,0
ONEAJE01,Jermaine,O'neal,N,562,14965,7463,1050,3113,4163,673,276,1012,970,1562,6204,2876,2462,1700,69,11
ONEASH01,Shaquille,O'neal,N,882,32982,23583,3296,7245,10541,2509,596,2273,2537,3007,16115,9328,9274,4926,21,1
ONEIMI01,Mike,O'neil,N,4,50,12,0,0,9,3,0,0,0,10,17,4,4,4,0,0
ORMSBA01,Barry,Orms,A,77,2091,701,0,0,347,182,0,0,0,215,695,272,276,152,26,5
ORMSBA01,Barry,Orms,N,64,916,181,0,0,158,49,0,0,0,155,246,76,60,29,0,0
ORRJO01,Johnny,Orr,N,34,0,92,0,0,0,20,0,0,0,34,118,40,14,12,0,0
ORRLO01,Louis,Orr,N,569,13353,5545,903,1214,2117,853,455,163,788,1133,4539,2125,1642,1292,36,3
ORTIZJO01,Jose,Ortiz,N,64,391,183,38,35,73,18,10,8,41,55,167,74,57,34,3,1
OSBORCH01,Chuck,Osborne,N,4,21,5,0,0,9,1,0,0,0,3,8,1,4,3,0,0
OSHEKE01,Kevin,O'shea,N,174,2368,911,0,0,402,358,0,0,0,356,922,311,425,289,0,0
OSHIGA01,Garland,O'shields,N,9,0,4,0,0,0,1,0,0,0,8,11,2,2,0,0,0
OSTERGR01,Greg,Ostertag,N,696,13949,3366,1321,2599,3920,385,183,1226,638,1744,2633,1278,1417,809,10,1
OSTERWA01,Wally,Osterkorn,N,204,5187,1436,0,0,1218,346,0,0,0,596,1358,453,896,530,0,0
OSULDA01,Dan,O'sullivan,N,45,297,80,22,43,65,10,4,5,12,45,68,27,35,26,1,0
OTHICMA01,Matt,Othick,N,4,39,8,1,1,2,7,1,0,4,7,5,3,2,0,4,2
OTTENDO01,Don,Otten,N,219,2173,2294,0,0,928,297,0,0,0,787,1850,660,1280,974,0,0
OTTENMA01,Mac,Otten,N,59,0,142,0,0,0,36,0,0,0,119,155,51,81,40,0,0
OUTLABO01,Bo,Outlaw,N,839,19925,4809,1505,2764,4269,1411,829,1174,1013,2054,3425,1935,1804,936,38,3
OUTLATR01,Travis,Outlaw,N,67,812,327,42,83,125,36,31,40,40,78,274,136,79,51,10,4
OVERTCL01,Claude,Overton,N,15,182,58,0,0,25,15,0,0,0,25,75,19,30,20,0,0
OVERTDO01,Doug,Overton,N,499,7275,2253,139,515,654,1038,202,19,473,581,2134,880,472,385,339,108
OWENSBI01,Billy,Owens,N,600,17610,7026,1449,2567,4016,1704,566,321,1310,1760,5968,2873,1904,1198,282,82
OWENSCH01,Chris,Owens,N,1,6,4,1,0,1,0,0,0,1,0,3,2,0,0,0,0
OWENSED01,Eddie,Owens,N,8,63,21,5,5,10,5,1,0,3,9,21,9,6,3,0,0
OWENSJA01,James,Owens,N,90,626,470,0,0,102,137,0,0,0,244,540,169,215,132,0,0
OWENSJI01,Jim,Owens,N,58,533,177,8,44,52,64,21,2,0,33,184,77,30,23,0,0
OWENSKE01,Keith,Owens,N,20,80,26,8,7,15,3,5,4,2,11,32,9,10,8,0,0
OWENSTO01,Tom,Owens,A,389,9365,4286,0,1939,2975,549,101,164,654,1257,3310,1723,1171,837,15,3
OWENSTO01,Tom,Owens,N,488,11471,5612,1067,1943,3010,984,230,259,888,1605,4335,2201,1582,1208,8,2
OWESRA01,Ray,Owes,N,57,592,177,64,99,163,15,15,20,23,86,180,75,46,26,5,1
OYEDEOL01,Olumide,Oyedeji,N,93,586,127,46,150,196,11,16,15,30,106,101,50,41,27,0,0
PACEJO01,Joe,Pace,N,79,557,255,66,102,168,27,14,38,44,115,195,91,122,73,0,0
PACHUZA01,Zaza,Pachulia,N,133,2061,652,200,352,552,73,65,46,104,253,529,228,275,196,1,0
PACKRO01,Robert,Pack,N,552,11463,4921,254,858,1112,2556,605,43,1320,1041,4090,1739,1689,1329,390,114
PACKWA01,Wayne,Pack,A,21,189,61,0,20,20,13,6,0,13,21,60,23,12,10,17,5
PADDIGE01,Gerald,Paddio,N,129,1625,715,60,124,184,134,38,12,93,104,725,305,130,97,33,8
PADGESC01,Scott,Padgett,N,355,4666,1617,236,772,1008,276,149,71,223,555,1401,592,328,243,490,190
PAGETDA01,Dana,Pagett,A,5,34,5,0,0,3,6,0,0,3,8,9,1,3,2,3,1
PAINEFR01,Fred,Paine,N,3,0,7,0,0,0,1,0,0,0,3,19,3,5,1,0,0
PALACMI01,Milt,Palacio,N,399,7042,1802,138,559,697,1004,255,44,486,560,1657,692,513,379,154,39
PALAZTO01,Togo,Palazzi,N,324,4344,2382,0,0,1113,233,0,0,0,570,2429,937,696,508,0,0
PALMEER01,Errol,Palmer,A,63,1191,500,0,0,471,91,0,0,78,169,453,165,253,170,0,0
PALMEJI01,Jim,Palmer,N,196,3794,1595,0,0,1040,165,0,0,0,563,1517,627,485,341,0,0
PALMEJO01,John,Palmer,N,148,0,1737,0,0,0,187,0,0,0,465,1916,624,662,489,0,0
PALMEWA01,Walter,Palmer,N,48,209,100,18,47,65,11,4,9,10,49,102,42,24,16,1,0
PANKOAN01,Andy,Panko,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARGOJA01,Jannero,Pargo,N,97,1274,496,29,92,121,185,42,9,115,148,505,200,54,44,152,52
PARHAES01,Estes,Parham,N,133,0,716,0,0,12,286,0,0,0,297,832,264,359,188,0,0
PARISRO01,Robert,Parish,N,1611,45712,23334,4598,10117,14715,2180,1219,2361,3183,4443,17914,9614,5694,4106,6,0
PARKEAN01,Anthony,Parker,N,56,385,131,0,53,53,29,19,7,22,30,121,50,31,21,42,10
PARKESO01,Sonny,Parker,N,452,10916,4471,756,1085,1841,954,611,150,619,858,3715,1862,989,747,2,0
PARKETO01,Tony,Parker,N,314,10351,4404,138,810,948,1668,319,22,743,655,3746,1714,1045,728,787,248
PARKEWI01,Smush,Parker,N,82,1247,456,33,98,131,177,53,12,152,122,381,154,131,107,131,41
PARKHBA01,Barry,Parkhill,A,173,3116,970,0,224,224,386,87,30,279,425,1048,418,169,130,35,4
PARKIJA01,Jack,Parkinson,N,4,0,3,0,0,0,2,0,0,0,3,12,1,1,1,0,0
PARKME01,Medford,Park,N,313,5632,1924,0,0,967,532,0,0,0,580,1782,675,788,574,0,0
PARKSCH01,Cherokee,Parks,N,472,7460,2056,546,1157,1703,265,207,306,281,931,1848,868,495,312,38,8
PARKSCH02,Charley,Parks,A,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PARKSRI01,Rich,Parks,A,40,374,131,0,0,116,14,0,0,19,68,133,59,21,12,3,1
PARRADO01,Doyle,Parrack,N,58,0,272,0,0,0,20,0,0,0,77,413,110,80,52,0,0
PARRJA01,Jack,Parr,N,66,1037,262,0,0,278,51,0,0,0,138,307,109,73,44,0,0
PARSLCH01,Charlie,Parsley,N,9,0,22,0,0,0,8,0,0,0,7,31,8,7,6,0,0
PASPAZA01,Zarko,Paspalj,N,28,181,72,15,15,30,10,3,7,21,37,79,27,22,18,1,0
PASSAMA01,Marty,Passaglia,N,62,0,151,0,0,0,26,0,0,0,61,278,65,36,21,0,0
PASTUGE01,George,Pastushok,N,39,0,121,0,0,0,15,0,0,0,42,183,48,46,25,0,0
PATRIMY01,Myles,Patrick,N,3,9,5,1,1,2,1,0,0,1,3,5,2,2,1,0,0
PATRIST01,Stan,Patrick,N,53,0,321,0,0,0,74,0,0,0,76,294,116,147,89,0,0
PATTEAN01,Andrae,Patterson,N,40,304,120,31,36,67,16,20,7,23,66,101,46,36,28,5,0
PATTEGE01,George,Patterson,N,59,559,120,0,0,159,51,0,0,0,85,133,44,38,32,0,0
PATTERU01,Ruben,Patterson,N,477,11325,4799,829,1120,1949,774,544,196,790,999,3592,1837,1679,1094,162,31
PATTEST01,Steve,Patterson,N,350,5582,1552,415,761,1632,443,85,94,0,573,1667,672,350,208,0,0
PATTETO01,Tommy,Patterson,N,25,100,56,1,1,24,5,0,0,0,18,50,21,18,14,0,0
PATTEWO01,Worthy,Patterson,N,4,3,7,0,0,2,2,0,0,0,3,8,3,2,1,0,0
PAULKCH01,Charlie,Paulk,N,120,1641,741,0,0,462,41,0,0,0,243,809,317,175,107,0,0
PAULSJE01,Jerry,Paulson,N,6,68,20,0,0,10,4,0,0,0,5,23,8,6,4,0,0
PAULTBI01,Billy,Paultz,A,487,16762,7667,0,2416,5406,1163,180,751,982,1574,6276,3149,1891,1369,13,0
PAULTBI01,Billy,Paultz,N,637,13630,5432,1008,2545,3553,1043,275,706,672,1399,4657,2285,1340,862,1,0
PAVLOAL01,Aleksandar,Pavlovic,N,144,2006,696,59,171,230,109,70,20,114,308,652,269,148,109,148,49
PAXSOJI01,Jim,Paxson,N,784,21357,11199,519,1074,1593,2300,951,93,1144,1442,9134,4545,2493,2011,435,98
PAXSOJI02,Jim,Paxson,N,138,3069,1105,0,0,616,225,0,0,0,346,1124,363,521,379,0,0
PAXSOJO01,John,Paxson,N,772,17257,5560,167,739,906,2758,517,44,651,1430,4812,2403,598,481,770,273
PAYAKJO01,Johnny,Payak,N,120,1470,753,0,0,114,226,0,0,0,307,704,226,421,301,0,0
PAYNEKE01,Kenny,Payne,N,144,1167,508,45,125,170,61,38,22,67,129,532,218,64,55,58,17
PAYNETO01,Tom,Payne,N,29,227,119,0,0,69,15,0,0,0,40,103,45,46,29,0,0
PAYTOGA01,Gary,Payton,N,1186,43314,20829,1228,3676,4904,8506,2331,272,2862,2931,17785,8334,4297,3127,3217,1034
PAYTOME01,Mel,Payton,N,111,1895,595,0,0,396,126,0,0,0,186,625,227,189,141,0,0
PEARCGE01,George,Pearcy,N,37,0,94,0,0,0,13,0,0,0,68,130,31,44,32,0,0
PEARCHE01,Henry,Pearcy,N,29,0,73,0,0,0,7,0,0,0,20,108,24,34,25,0,0
PECKWI01,Wiley,Peck,N,52,628,180,66,117,183,33,17,23,48,100,169,73,55,34,2,0
PEEKRI01,Richard,Peek,A,51,759,237,0,0,197,22,0,0,49,94,209,101,65,35,0,0
PEELEAN01,Anthony,Peeler,N,827,20463,8017,538,1598,2136,1956,775,138,1019,1670,7255,3101,1095,875,2445,940
PEEPLGE01,George,Peeples,A,309,6935,2502,0,0,2242,304,0,0,159,808,2111,931,1002,640,11,0
PELKIJA01,Jake,Pelkington,N,54,0,597,0,0,0,131,0,0,0,216,469,193,267,211,0,0
PELLOSA01,Sam,Pellom,N,196,2911,863,242,443,685,95,91,151,176,465,755,350,225,163,2,0
PENBEMI01,Mike,Penberthy,N,56,863,272,10,55,65,73,24,2,34,57,224,93,35,31,139,55
PENDEJE01,Jerry,Pender,A,11,68,27,0,5,5,4,6,0,9,11,30,8,13,10,3,1
PENIGDE01,Desmond,Penigar,N,10,89,32,6,18,24,3,2,2,6,14,28,14,4,4,0,0
PENNEKI01,Kirk,Penney,N,6,30,5,0,2,2,2,1,0,5,1,9,2,0,0,4,1
PEPLOMI01,Mike,Peplowski,N,68,705,194,51,125,176,26,19,27,38,151,151,84,49,26,1,0
PERDUWI01,Will,Perdue,N,792,12360,3740,1420,2492,3912,595,226,526,813,1589,2943,1517,1222,705,15,1
PERKIKE01,Kendrick,Perkins,N,70,583,171,58,132,190,24,9,39,48,104,134,64,67,43,0,0
PERKISA01,Sam,Perkins,N,1286,36598,15324,2324,5337,7661,1975,1105,933,1586,3177,11984,5498,4292,3479,2348,849
PERKIWA01,Warren,Perkins,N,126,0,767,0,0,319,257,0,0,0,492,850,263,390,241,0,0
PERRYAU01,Aulcie,Perry,A,21,415,181,0,105,105,20,12,16,34,58,186,81,30,19,1,0
PERRYCU01,Curtis,Perry,N,480,13656,4578,1022,1950,4239,906,379,291,63,1670,4188,1904,1101,770,0,0
PERRYEL01,Elliot,Perry,N,549,9501,3449,185,556,741,1705,572,20,780,707,2944,1353,773,605,386,138
PERRYRO01,Ron,Perry,A,187,5032,2228,0,0,517,420,0,0,370,484,2210,845,568,399,405,139
PERRYTI01,Tim,Perry,N,481,9436,3283,727,1184,1911,436,221,414,491,800,2710,1313,872,565,289,92
PERSOCH01,Chuck,Person,N,943,28941,13858,1162,3601,4763,2645,683,197,1952,2565,12176,5576,2056,1486,3370,1220
PERSOWE01,Wesley,Person,N,733,20725,8192,388,2014,2402,1234,579,229,680,965,6843,3128,1010,786,2754,1150
PETERBO01,Bob,Peterson,N,103,1342,479,0,0,389,78,0,0,0,218,482,186,160,107,0,0
PETERED01,Ed,Peterson,N,115,0,804,0,0,288,99,0,0,0,386,774,297,335,210,0,0
PETERJI01,Jim,Petersen,N,491,9802,3397,766,1588,2354,487,213,363,662,1354,2821,1371,901,653,28,2
PETERLO01,Loy,Petersen,N,69,530,199,0,0,67,48,0,0,0,61,199,77,66,45,0,0
PETERME01,Mel,Peterson,A,132,2351,1030,0,0,634,160,0,0,157,226,1054,465,111,91,40,9
PETERME01,Mel,Peterson,N,2,3,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0
PETERMO01,Morris,Peterson,N,389,11406,4490,353,1093,1446,728,403,95,454,995,3949,1641,881,690,1415,518
PETRIGE01,Geoff,Petrie,N,446,16787,9732,140,445,1271,2057,247,33,0,1075,8719,3970,2225,1792,0,0
PETRODR01,Drazen,Petrovic,N,290,7669,4461,240,429,669,701,265,27,596,751,3369,1705,946,796,583,255
PETRURI01,Richard,Petruska,N,22,92,53,9,22,31,1,2,3,15,15,46,20,8,6,15,7
PETTIBO01,Bob,Pettit,N,792,30690,20880,0,0,12849,2369,0,0,0,2529,16872,7349,8119,6182,0,0
PETTWJE01,Jerry,Pettway,A,87,1836,792,0,0,303,120,0,0,98,151,961,326,190,124,62,16
PHEGLRO01,Roger,Phegley,N,345,5803,3011,272,430,702,486,171,40,422,696,2585,1216,668,557,87,22
PHELAJA01,Jack,Phelan,N,55,0,226,0,0,0,57,0,0,0,151,268,87,90,52,0,0
PHELAJI01,Jim,Phelan,N,4,33,3,0,0,5,2,0,0,0,9,6,0,6,3,0,0
PHELPDE01,Derrick,Phelps,N,3,5,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
