ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
REDDMI01  ,Michael,Redd,N,11,320,148,31,15,46,24,2,1,26,31,135,55,35,29,32,9
REDMOMA01 ,Marlon,Redmond,N,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
REEDHU01  ,Hub,Reed,N,21,316,107,0,0,103,16,0,0,0,56,106,43,30,21,0,0
REEDJU01  ,Justin,Reed,N,6,22,7,1,0,1,0,0,0,2,2,6,2,4,3,2,0
REEDWI01  ,Willis,Reed,N,78,2641,1358,0,0,801,149,0,0,0,275,1203,570,285,218,0,0
REGANRI01 ,Richie,Regan,N,2,63,24,0,0,9,3,0,0,0,5,26,12,1,0,0,0
REIDDO01  ,Don,Reid,N,15,113,30,13,10,23,2,2,6,3,34,17,11,15,8,1,0
REIDJR01  ,J.r.,Reid,N,47,784,249,118,49,167,33,23,21,43,135,197,86,97,77,3,0
REIDRO01  ,Robert,Reid,N,79,2740,1025,277,105,391,335,106,41,143,277,983,430,217,157,53,8
REINEJA01 ,Jared,Reiner,N,3,7,0,1,2,3,0,0,0,1,3,1,0,0,0,0,0
REISEJO01 ,Joseph,Reiser,N,2,0,23,0,0,0,5,0,0,0,11,27,7,11,9,0,0
RESTAKE01 ,Kevin,Restani,N,9,118,42,10,8,23,4,0,2,3,10,36,19,9,4,1,0
REYNOJE01 ,Jerry,Reynolds,N,18,97,53,11,5,16,8,9,9,9,12,48,19,23,14,6,1
RHINEKE01 ,Kendall,Rhine,A,5,62,10,0,0,15,4,0,0,0,16,17,5,7,0,0,0
RHODEGE01 ,Gene,Rhodes,N,2,51,9,0,0,7,5,0,0,0,5,14,4,4,1,0,0
RHODERO01 ,Rodrick,Rhodes,N,3,7,6,1,0,1,0,1,0,1,0,3,2,4,2,0,0
RICEGL01  ,Glen,Rice,N,55,2037,884,211,38,249,101,45,12,89,133,743,322,200,169,196,71
RICHACL01 ,Clint,Richardson,N,72,1387,418,120,73,193,120,48,14,70,152,357,178,90,62,3,0
RICHAMI01 ,Michealray,Richardson,N,18,712,282,67,32,99,129,50,4,50,63,280,108,87,60,29,6
RICHAPO01 ,Pooh,Richardson,N,6,113,21,10,1,11,26,3,0,7,11,19,8,7,4,2,1
RICHAQU01 ,Quentin,Richardson,N,15,564,179,53,24,77,25,19,3,15,53,154,62,36,23,82,32
RICHMMI01 ,Mitch,Richmond,N,23,836,449,100,23,123,69,22,7,57,64,359,172,99,86,63,19
RICHTJO01 ,John,Richter,N,8,95,35,0,0,29,2,0,0,0,18,38,15,14,5,0,0
RICKEDI01 ,Dick,Ricketts,N,2,31,15,0,0,10,2,0,0,0,9,15,5,5,5,0,0
RIDERIS01 ,Isaiah,Rider,N,21,753,344,53,25,78,65,19,0,61,52,273,114,114,98,53,18
RIDNOLU01 ,Luke,Ridnour,N,11,378,107,26,10,36,47,13,8,18,23,107,42,20,19,17,4
RIKERTO01 ,Tom,Riker,N,1,8,2,0,0,2,1,0,0,0,1,2,1,0,0,0,0
RILEYPA01 ,Pat,Riley,N,44,641,251,0,0,66,52,0,0,0,86,297,111,38,29,0,0
RILEYRO01 ,Ron,Riley,N,8,152,56,0,0,36,15,0,0,0,18,42,25,16,6,0,0
RINALRI01 ,Rich,Rinaldi,N,3,6,2,0,0,0,1,0,0,0,3,2,1,0,0,0,0
RIORDMI01 ,Mike,Riordan,N,84,1648,613,0,0,199,111,0,0,0,203,567,253,138,107,0,0
RISENAR01 ,Arnie,Risen,N,57,1023,724,0,0,561,76,0,0,0,239,631,241,357,242,0,0
RITTEGO01 ,Goebel,Ritter,N,8,0,48,0,0,2,8,0,0,0,27,38,11,29,26,0,0
RIVERDA01 ,David,Rivers,N,6,33,15,3,1,4,6,0,0,4,6,12,4,8,7,2,0
RIVERDO01 ,Doc,Rivers,N,42,1156,427,89,19,108,146,54,12,56,117,324,141,137,111,98,34
ROBERAL01 ,Alvin,Robertson,N,13,490,262,42,27,69,81,36,2,39,53,198,102,69,52,17,6
ROBERAN01 ,Anthony,Roberts,N,16,480,245,0,0,121,36,13,7,0,66,232,99,61,47,0,0
ROBERFR01 ,Fred,Roberts,N,67,1063,407,84,56,140,57,23,12,63,131,299,148,144,111,5,0
ROBERJO01 ,Joe,Roberts,A,5,63,12,0,0,15,1,0,0,0,13,15,5,6,2,0,0
ROBERJO01 ,Joe,Roberts,N,9,84,32,0,0,32,0,0,0,0,12,32,11,14,10,0,0
ROBERMA01 ,Marv,Roberts,A,24,422,217,0,0,84,31,0,0,0,45,178,86,57,45,0,0
ROBEROS01 ,Oscar,Robertson,N,86,3673,1910,0,0,578,769,0,0,0,267,1466,675,655,560,0,0
ROBERRI01 ,Rick,Roberson,N,18,154,46,0,0,42,4,0,0,0,27,47,18,17,10,0,0
ROBERST01 ,Stanley,Roberts,N,9,177,59,28,18,46,1,3,7,11,29,57,26,22,7,1,0
ROBERTO01 ,Tony,Robertson,N,2,12,5,0,0,0,0,0,0,0,3,6,2,2,1,0,0
ROBEYRI01 ,Rick,Robey,N,53,610,216,84,55,139,29,13,11,44,107,194,87,78,42,3,0
ROBINCL01 ,Cliff,Robinson,N,17,462,250,81,41,122,28,20,13,28,54,220,104,66,42,0,0
ROBINCL02 ,Clifford,Robinson,N,129,3668,1414,345,183,528,245,131,129,219,467,1327,525,453,284,271,80
ROBINDA01 ,David,Robinson,N,123,4221,2222,934,367,1301,280,151,312,280,423,1604,768,966,684,15,2
ROBINED01 ,Eddie,Robinson,N,14,237,81,26,10,36,13,6,5,6,14,72,36,8,8,3,1
ROBINFL01 ,Flynn,Robinson,N,27,626,328,0,0,54,76,0,0,0,57,318,129,88,70,0,0
ROBINGL01 ,Glenn,Robinson,N,39,1092,539,151,32,183,79,25,37,77,86,497,207,104,92,87,33
ROBINJA03 ,James,Robinson,N,14,99,41,5,3,8,13,4,2,7,13,39,15,2,1,24,10
ROBINRU01 ,Rumeal,Robinson,N,16,216,77,12,4,16,44,10,0,28,33,78,32,12,7,18,6
ROBINSA01 ,Sam,Robinson,A,10,192,105,0,0,41,8,0,0,0,28,90,42,23,21,0,0
ROBINTR01 ,Truck,Robinson,N,39,659,241,0,0,194,21,6,12,0,100,218,86,104,69,0,0
ROBINWI01 ,Wil,Robinson,N,8,187,83,11,7,54,3,16,0,6,26,75,35,18,13,0,0
ROBISDA01 ,Dave,Robisch,A,28,909,464,0,0,262,53,0,0,0,85,401,174,152,116,0,0
ROBISDA01 ,Dave,Robisch,N,14,152,49,15,9,46,6,2,2,5,18,48,21,11,7,0,0
ROCHARE01 ,Red,Rocha,N,30,961,358,0,0,197,46,0,0,0,133,304,120,155,118,0,0
ROCHEJO01 ,John,Roche,A,36,1239,633,0,0,56,164,0,0,0,71,543,259,156,115,0,0
RODGEGU01 ,Guy,Rodgers,N,46,1557,508,0,0,237,286,0,0,0,176,565,198,175,112,0,0
RODMADE01 ,Dennis,Rodman,N,169,4789,1081,1050,626,1676,205,106,97,258,630,902,442,352,190,47,7
ROELO01   ,Lou,Roe,N,2,7,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0
ROGERMA01 ,Marshall,Rogers,N,1,3,2,0,0,1,0,0,0,0,0,2,0,2,2,0,0
ROGERRO01 ,Rodney,Rogers,N,82,1717,644,228,90,318,117,54,41,105,226,569,223,184,135,203,63
ROLLIKE01 ,Kenny,Rollins,N,8,65,20,0,0,8,7,0,0,0,18,18,6,8,8,0,0
ROLLITR01 ,Tree,Rollins,N,43,459,90,15,9,104,7,10,37,9,80,81,36,33,18,1,0
ROMARLO01 ,Lorenzo,Romar,N,13,67,25,3,0,3,15,0,0,5,9,20,9,11,7,3,0
ROOKSSE01 ,Sean,Rooks,N,29,253,72,22,20,42,11,7,11,13,60,49,24,35,24,0,0
ROSEJA01  ,Jalen,Rose,N,58,1875,861,159,29,188,167,49,25,118,174,736,323,206,165,129,50
ROSEMA01  ,Malik,Rose,N,82,1432,506,220,133,353,54,43,26,96,215,412,176,207,153,9,1
ROSENDI01 ,Dick,Rosenthal,N,11,209,82,0,0,48,26,0,0,0,39,84,27,39,28,0,0
ROSENLE01 ,Lennie,Rosenbluth,N,4,11,8,0,0,3,0,0,0,0,0,9,3,3,2,0,0
ROTHSC01  ,Scott,Roth,N,6,10,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0
ROUNDDA01 ,Dan,Roundfield,A,2,25,22,0,0,10,0,0,0,0,6,12,7,9,8,0,0
ROUNDDA01 ,Dan,Roundfield,N,38,1304,577,190,82,378,81,26,56,75,133,478,225,174,126,4,1
ROWECU01  ,Curtis,Rowe,N,28,927,323,0,0,220,62,0,0,0,85,264,127,95,69,0,0
ROYALDO01 ,Donald,Royal,N,36,424,107,36,16,52,16,6,3,24,44,76,32,61,43,0,0
RUDDDE01  ,Delaney,Rudd,N,24,187,67,6,3,9,49,7,0,10,27,65,27,10,6,26,7
RUFFIMI01 ,Michael,Ruffin,N,9,156,23,22,15,37,9,3,3,4,33,10,7,16,9,0,0
RUFFITR01 ,Trevor,Ruffin,N,5,16,12,3,1,4,2,1,0,0,0,12,5,5,1,4,1
RUFFNPA01 ,Paul,Ruffner,N,2,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0
RUKLIJO01 ,Joe,Ruklick,N,6,23,7,0,0,9,0,0,0,0,5,13,3,2,1,0,0
RULANJE01 ,Jeff,Ruland,N,17,640,313,101,62,163,67,14,13,71,60,211,110,120,93,4,0
RUSHKA01  ,Kareem,Rush,N,31,379,112,17,2,19,19,11,3,17,35,107,41,7,6,61,24
RUSSEBI01 ,Bill,Russell,N,165,7497,2673,0,0,4104,770,0,0,0,536,2335,1003,1106,667,0,0
RUSSEBR01 ,Bryon,Russell,N,105,3081,1038,355,89,444,135,110,28,85,250,806,355,266,202,345,126
RUSSECA01 ,Cazzie,Russell,N,67,1405,781,0,0,200,88,0,0,0,138,718,328,142,125,0,0
RUSSECA02 ,Campy,Russell,N,25,766,402,8,1,143,53,7,1,8,92,351,151,120,100,2,0
RUSSEPI01 ,Pierce,Russell,A,12,37,17,0,0,12,2,0,0,0,5,12,7,6,3,0,0
RUSSEWA01 ,Walker,Russell,N,7,10,6,0,0,0,1,1,0,1,1,5,2,2,2,0,0
SABONAR01 ,Arvydas,Sabonis,N,51,1467,617,306,72,378,97,48,48,82,175,491,222,197,158,47,15
SALLEJO01 ,John,Salley,N,134,2694,857,344,244,588,104,49,159,107,420,586,296,384,265,2,0
SALMOJO01 ,John,Salmons,N,8,20,0,3,0,3,1,0,0,2,0,1,0,2,0,1,0
SAMPSRA01 ,Ralph,Sampson,N,38,1307,711,276,124,400,109,35,57,123,157,569,283,202,142,8,3
SANDEFR01 ,Frankie,Sanders,N,9,50,23,1,4,5,2,3,0,8,8,18,9,4,4,2,1
SANDEJE01 ,Jeff,Sanders,N,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SANDEMI01 ,Mike,Sanders,N,67,1117,425,98,70,168,85,43,22,73,166,362,181,77,60,9,3
SANTIDA01 ,Dan,Santiago,N,2,13,2,4,1,5,0,0,2,1,3,2,1,0,0,0,0
SASSEJE01 ,Jeryl,Sasser,N,6,25,5,4,1,5,1,1,1,1,1,7,2,0,0,4,1
SAULDWO01 ,Woody,Sauldsberry,N,29,995,383,0,0,259,52,0,0,0,118,496,174,62,35,0,0
SAULFR01  ,Frank,Saul,N,49,1054,321,0,0,94,87,0,0,0,119,271,116,122,89,0,0
SAUNDFR01 ,Fred,Saunders,N,9,66,29,0,0,9,5,0,0,0,21,33,12,6,5,0,0
SCALABR01 ,Brian,Scalabrine,N,26,168,45,15,11,26,3,4,3,10,24,35,16,10,7,12,6
SCHAEHE01 ,Herm,Schaefer,N,12,0,51,0,0,0,16,0,0,0,12,42,16,22,19,0,0
SCHAFBO01 ,Bob,Schafer,N,4,39,11,0,0,9,1,0,0,0,8,20,3,6,5,0,0
SCHAUFR01 ,Fred,Schaus,N,21,453,247,0,0,85,55,0,0,0,86,230,78,111,91,0,0
SCHAYDA01 ,Danny,Schayes,N,69,1416,541,223,108,331,76,26,47,98,227,365,189,198,163,2,0
SCHAYDO01 ,Dolph,Schayes,N,97,2687,1887,0,0,1051,257,0,0,0,371,1491,582,876,723,0,0
SCHEFST01 ,Steve,Scheffler,N,19,54,21,9,8,17,6,3,0,2,3,16,7,6,5,0,2
SCHEFTO01 ,Tom,Scheffler,N,3,10,7,2,3,5,0,1,0,1,0,3,2,4,3,0,0
SCHELDA01 ,Dave,Schellhase,N,3,8,3,0,0,1,0,0,0,0,0,5,1,2,1,0,0
SCHINDU01 ,Duane,Schintzius,N,5,106,29,19,6,25,4,1,6,3,12,29,13,6,3,0,0
SCHLUDA01 ,Dale,Schlueter,N,14,84,28,0,0,21,3,0,0,0,17,17,11,9,6,0,0
SCHNIDI01 ,Dick,Schnittker,N,35,502,166,0,0,83,25,0,0,0,83,135,45,104,76,0,0
SCHOERU01 ,Russ,Schoene,N,22,205,60,28,10,38,7,4,4,4,31,57,21,18,14,17,4
SCHOOMI01 ,Milt,Schoon,N,3,0,17,0,0,0,3,0,0,0,6,17,5,10,7,0,0
SCHREDE01 ,Detlef,Schrempf,N,114,3338,1432,422,143,565,296,62,26,225,309,1049,488,506,399,153,57
SCHULDI01 ,Dick,Schulz,N,3,0,12,0,0,0,2,0,0,0,12,9,1,10,10,0,0
SCHULHO01 ,Howie,Schultz,N,16,99,61,0,0,19,9,0,0,0,33,79,21,27,19,0,0
SCOLAFR01 ,Freddie,Scolari,N,26,357,256,0,0,78,49,0,0,0,75,249,85,104,86,0,0
SCOTTAL01 ,Alvin,Scott,N,61,878,224,60,41,149,78,29,51,36,77,206,88,72,47,8,1
SCOTTBY01 ,Byron,Scott,N,183,5365,2451,400,136,536,390,226,30,266,445,1937,934,548,449,339,134
SCOTTCH01 ,Charlie,Scott,A,12,504,313,0,0,79,82,0,0,0,45,281,115,110,83,0,0
SCOTTCH01 ,Charlie,Scott,N,33,1177,503,0,0,141,133,6,2,0,158,474,195,146,113,0,0
SCOTTDE01 ,Dennis,Scott,N,45,1447,519,106,23,129,77,36,9,60,116,461,184,72,56,261,95
SCOTTRA01 ,Ray,Scott,A,23,476,339,0,0,136,38,0,0,0,68,262,132,94,75,0,0
SCOTTRA01 ,Ray,Scott,N,25,782,321,0,0,246,60,0,0,0,82,333,130,102,61,0,0
SCOTTSH01 ,Shawnelle,Scott,N,8,16,5,2,0,2,0,0,1,4,2,6,2,1,1,2,0
SCURRCA01 ,Carey,Scurry,N,8,111,41,13,17,30,3,5,9,4,22,42,18,9,4,4,1
SEALSBR01 ,Bruce,Seals,A,18,301,113,0,0,63,14,0,0,0,48,112,50,23,13,0,0
SEALSBR01 ,Bruce,Seals,N,15,273,105,0,0,56,11,2,2,0,36,105,42,33,21,0,0
SEALYMA01 ,Malik,Sealy,N,14,289,108,19,10,29,13,3,1,16,25,94,39,38,28,9,2
SEARSKE01 ,Ken,Sears,N,9,88,45,0,0,29,9,0,0,0,10,37,16,15,13,0,0
SEIKARO01 ,Rony,Seikaly,N,14,405,140,64,38,102,12,7,15,28,51,98,47,68,46,0,0
SELLEBR01 ,Brad,Sellers,N,28,402,120,32,27,59,28,5,12,12,47,124,45,34,30,0,0
SELLEPH01 ,Phil,Sellers,N,1,6,3,0,0,2,0,0,0,0,2,4,1,4,1,0,0
SELVYFR01 ,Frank,Selvy,N,52,1608,589,0,0,226,189,0,0,0,147,544,219,192,151,0,0
SENESGE01 ,George,Senesky,N,7,120,72,0,0,19,29,0,0,0,17,71,28,24,16,0,0
SESAYAN01 ,Ansu,Sesay,N,4,60,7,12,2,14,4,0,4,2,8,8,3,1,1,0,0
SEYMOPA01 ,Paul,Seymour,N,66,1652,650,0,0,164,255,0,0,0,187,632,208,284,234,0,0
SHAEFCA01 ,Carl,Shaeffer,N,6,0,21,0,0,0,7,0,0,0,20,21,7,14,7,0,0
SHAFFLE01 ,Lee,Shaffer,N,13,387,247,0,0,82,15,0,0,0,41,238,99,63,49,0,0
SHARECH01 ,Charlie,Share,N,54,1076,383,0,0,352,59,0,0,0,224,285,124,205,135,0,0
SHARMBI01 ,Bill,Sharman,N,78,2573,1446,0,0,285,201,0,0,0,220,1262,538,406,370,0,0
SHAWBR01  ,Brian,Shaw,N,127,2442,724,293,66,359,375,66,23,154,264,699,276,131,95,242,77
SHELTLO01 ,Lonnie,Shelton,N,52,1611,624,149,78,413,101,52,43,65,228,553,268,132,88,4,0
SHEPHBI01 ,Billy,Shepherd,A,11,227,63,0,0,16,33,0,0,0,14,86,27,9,9,0,0
SHEPPJE01 ,Jeff,Sheppard,N,4,12,0,0,2,2,2,1,0,0,0,3,0,0,0,0,0
SHORTPU01 ,Purvis,Short,N,18,361,187,29,22,51,29,13,2,26,49,170,72,49,43,5,0
SHUEGE01  ,Gene,Shue,N,32,1165,569,0,0,133,132,0,0,0,75,488,207,184,155,0,0
SHUMAJO01 ,John,Shumate,N,12,440,148,6,7,90,30,4,4,5,38,112,63,41,22,0,0
SICHTJE01 ,Jerry,Sichting,N,47,655,140,27,11,38,79,16,0,18,59,153,64,17,11,7,1
SIDLEDO01 ,Don,Sidle,A,20,408,189,0,0,122,20,0,0,0,43,141,68,76,53,0,0
SIEGFLA01 ,Larry,Siegfried,N,79,1826,858,0,0,199,209,0,0,0,249,753,301,307,256,0,0
SIKMAJA01 ,Jack,Sikma,N,102,3558,1461,431,137,945,244,97,80,134,432,1249,557,407,336,45,11
SILASJA01 ,James,Silas,A,14,591,247,0,0,60,92,0,0,0,45,202,93,82,61,0,0
SILASJA01 ,James,Silas,N,27,745,397,16,6,64,95,32,2,23,57,330,148,125,101,0,0
SILASPA01 ,Paul,Silas,N,163,4619,1124,42,33,1527,335,30,13,9,469,998,396,480,332,0,0
SIMMOCO01 ,Connie,Simmons,N,48,879,606,0,0,317,78,0,0,0,202,516,200,284,206,0,0
SIMMOGR01 ,Grant,Simmons,A,7,154,38,0,0,22,15,0,0,0,21,37,13,16,12,0,0
SIMMOLI01 ,Lionel,Simmons,N,4,77,38,8,4,12,8,6,2,6,12,33,15,7,5,9,3
SIMONWA01 ,Walt,Simon,A,53,1336,516,0,0,252,159,0,0,0,151,475,215,110,86,0,0
SIMPKDI01 ,Dickey,Simpkins,N,13,74,16,9,4,13,3,2,1,3,10,16,6,9,4,0,0
SIMPSRA01 ,Ralph,Simpson,A,38,1501,830,0,0,182,185,0,0,0,104,731,322,226,186,0,0
SIMPSRA01 ,Ralph,Simpson,N,17,252,106,0,0,24,41,4,2,0,21,109,45,23,16,0,0
SKILESC01 ,Scott,Skiles,N,2,23,9,0,1,1,3,0,0,5,2,8,4,1,1,2,0
SKINNAL01 ,Al,Skinner,A,14,296,132,0,0,50,28,0,0,0,46,103,45,54,42,0,0
SKINNAL01 ,Al,Skinner,N,5,47,18,0,0,10,11,3,1,0,6,17,6,8,6,0,0
SKINNBR01 ,Brian,Skinner,N,17,179,41,22,17,39,2,3,8,14,19,35,16,16,9,1,0
SKINNTA01 ,Talvin,Skinner,N,15,297,75,0,0,53,19,0,0,0,35,59,25,34,25,0,0
SKOOGWH01 ,Whitey,Skoog,N,34,931,280,0,0,125,70,0,0,0,130,286,115,73,50,0,0
SLATERE01 ,Reggie,Slater,N,4,52,13,9,5,14,0,2,3,3,15,16,6,2,1,0,0
SLAYTA01  ,Tamar,Slay,N,12,23,7,2,0,2,0,1,0,2,1,9,2,2,2,2,1
SLOANJE01 ,Jerry,Sloan,N,52,1888,716,0,0,412,109,0,0,0,187,689,294,189,128,0,0
SMITHAD01 ,Adrian,Smith,A,11,297,124,0,0,19,17,0,0,0,28,95,46,37,32,0,0
SMITHAD01 ,Adrian,Smith,N,36,746,306,0,0,61,80,0,0,0,60,282,107,112,92,0,0
SMITHCH01 ,Charles,Smith,N,66,1616,616,160,102,262,77,45,77,103,240,514,247,173,122,5,0
SMITHCH02 ,Charles,Smith,N,3,9,2,0,1,1,3,1,0,0,0,2,1,0,0,0,0
SMITHCH03 ,Charles,Smith,N,4,19,5,1,2,3,2,2,1,3,5,3,2,2,1,0,0
SMITHDE01 ,Derek,Smith,N,14,149,59,12,4,16,9,5,1,15,32,43,23,18,13,2,0
SMITHDO01 ,Don,Smith,N,18,210,92,0,0,64,9,0,0,0,12,70,37,26,18,0,0
SMITHEL01 ,Elmore,Smith,N,13,387,206,0,0,118,8,3,3,0,53,172,86,52,34,0,0
SMITHGA01 ,Garfield,Smith,A,4,63,12,0,0,21,1,0,0,0,9,17,5,7,2,0,0
SMITHGA01 ,Garfield,Smith,N,4,6,2,0,0,1,0,0,0,0,1,5,1,3,0,0,0
SMITHGR01 ,Greg,Smith,N,24,783,269,0,0,205,58,0,0,0,79,222,117,62,35,0,0
SMITHJA01 ,Jabari,Smith,N,7,14,5,2,1,3,0,0,1,0,4,2,1,4,3,0,0
SMITHJO01 ,Joe,Smith,N,21,457,141,61,44,105,8,10,21,19,67,122,53,40,35,2,0
SMITHJO02 ,John,Smith,A,9,141,39,0,0,44,8,0,0,0,19,34,16,13,7,0,0
SMITHKE01 ,Kenny,Smith,N,68,2043,780,125,22,147,305,54,9,104,123,586,268,150,127,261,117
SMITHLA01 ,Larry,Smith,N,31,657,132,120,99,219,43,27,20,28,101,112,56,29,20,1,0
SMITHMI01 ,Michael,Smith,N,4,87,19,15,7,22,8,1,2,2,14,12,7,11,5,0,0
SMITHMI02 ,Michael,Smith,N,6,22,19,0,0,0,1,1,0,1,3,10,6,7,7,3,0
SMITHOT01 ,Otis,Smith,N,7,68,29,11,7,18,10,2,3,6,6,30,11,11,7,0,0
SMITHPH01 ,Phil,Smith,N,49,1210,588,8,3,150,143,5,1,6,99,517,234,167,120,1,0
SMITHRA01 ,Randy,Smith,N,24,914,420,1,0,109,157,1,0,0,80,361,168,103,84,0,0
SMITHRO01 ,Robert,Smith,N,44,678,281,8,4,77,74,10,0,2,73,284,119,47,41,8,2
SMITHSA01 ,Sammy,Smith,A,32,895,332,0,0,222,34,0,0,0,64,304,131,105,70,0,0
SMITHST01 ,Steve,Smith,N,90,2902,1338,169,99,268,195,77,29,135,221,1042,444,366,314,345,136
SMITHTO01 ,Tony,Smith,N,27,250,87,8,13,21,22,11,1,22,34,81,34,18,10,27,9
SMITSRI01 ,Rik,Smits,N,104,2747,1537,391,149,540,135,51,90,185,419,1230,623,350,290,4,1
SMREKMI01 ,Mike,Smrek,N,21,72,11,9,4,13,0,1,10,3,21,16,3,9,5,0,0
SNOWER01  ,Eric,Snow,N,71,1819,557,156,41,197,308,69,4,126,173,505,206,168,135,46,10
SNYDEDI01 ,Dick,Snyder,N,31,572,224,0,0,50,49,4,3,0,55,233,97,41,30,0,0
SOBERRI01 ,Ricky,Sobers,N,29,875,387,11,5,79,117,9,2,24,122,343,156,85,71,16,4
SOJOUWI01 ,Willie,Sojourner,A,32,297,102,0,0,76,18,0,0,0,52,91,44,20,14,0,0
SOMERWI01 ,Willie,Somerset,A,3,131,87,0,0,25,9,0,0,0,11,73,30,34,27,0,0
SONGADA01 ,Darius,Songaila,N,12,160,46,15,12,27,5,2,2,7,28,35,18,11,10,0,0
SPANAJI01 ,Jim,Spanarkel,N,5,8,2,1,0,1,1,0,0,0,1,2,0,2,2,0,0
SPARKDA01 ,Dan,Sparks,A,12,251,77,0,0,57,8,0,0,0,35,65,29,30,19,0,0
SPARRRO01 ,Rory,Sparrow,N,30,782,257,35,16,51,161,26,1,54,82,240,100,65,52,16,5
SPEAROD01 ,Odie,Spears,N,30,573,188,0,0,89,42,0,0,0,105,209,67,84,54,0,0
SPENCEL01 ,Elmore,Spencer,N,3,5,0,0,1,1,0,0,0,0,1,2,0,2,0,0,0
SPENCFE01 ,Felton,Spencer,N,36,772,178,102,87,189,9,8,42,43,133,158,70,59,38,1,0
SPITZCR01 ,Craig,Spitzer,N,1,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0
SPOELAR01 ,Art,Spoelstra,N,3,28,15,0,0,9,0,0,0,0,11,14,7,1,1,0,0
SPREWLA01 ,Latrell,Sprewell,N,62,2549,1223,218,51,269,211,73,27,171,135,1067,446,335,269,188,62
SPRIGLA01 ,Larry,Spriggs,N,30,297,149,47,21,68,40,5,6,33,50,106,55,51,39,2,0
STACKJE01 ,Jerry,Stackhouse,N,31,1008,509,83,33,116,89,18,10,72,63,446,163,174,144,108,39
STACOKE01 ,Kevin,Stacom,N,26,227,41,0,0,19,21,0,0,0,24,53,16,12,9,0,0
STALLDA01 ,Dave,Stallworth,N,40,579,236,0,0,137,36,0,0,0,79,230,92,68,52,0,0
STANCED01 ,Ed,Stanczak,N,8,0,51,0,0,0,10,0,0,0,26,48,14,30,23,0,0
STARKJO01 ,John,Starks,N,96,3035,1363,234,37,271,393,120,9,224,323,1069,450,378,287,475,176
STAVELA01 ,Larry,Staverman,N,7,70,37,0,0,26,5,0,0,0,16,23,11,19,15,0,0
STEELLA01 ,Larry,Steele,N,27,525,185,0,0,64,39,17,2,0,60,158,67,62,51,0,0
STEPHJA01 ,Jack,Stephens,N,24,811,307,79,19,98,65,33,9,68,53,261,108,66,53,113,38
STEPHJO01 ,Joe,Stephens,N,7,116,39,0,0,23,9,0,0,0,9,41,12,25,15,0,0
STEPPBR01 ,Brook,Steppe,N,4,20,8,2,1,3,2,0,0,2,3,7,2,6,4,1,0
STEVEDE01 ,Deshawn,Stevenson,N,5,45,20,6,2,8,4,1,0,1,3,17,7,6,6,2,0
STEWALA01 ,Larry,Stewart,N,4,16,13,1,0,1,2,2,1,2,4,6,5,2,2,2,1
STEWAMI01 ,Michael,Stewart,N,4,14,4,3,1,4,0,0,1,1,4,3,2,0,0,0,0
STIPAST01 ,Steve,Stipanovich,N,4,149,55,23,7,30,3,3,2,4,14,38,21,19,13,1,0
STITHBR01 ,Bryant,Stith,N,15,498,186,39,26,65,33,12,3,14,30,134,60,79,65,7,1
STOCKJO01 ,John,Stockton,N,182,6398,2436,446,162,608,1839,338,50,517,539,1809,855,759,615,341,111
STOJAPR01 ,Peja,Stojakovic,N,57,2088,986,258,85,343,73,53,12,76,128,810,339,234,211,274,97
STOKEGR01 ,Greg,Stokes,N,7,90,27,7,6,13,4,2,6,4,12,28,8,13,11,0,0
STOKEMA01 ,Maurice,Stokes,N,1,39,12,0,0,15,2,0,0,0,3,12,3,7,6,0,0
STONEGE01 ,George,Stone,A,35,1148,591,0,0,262,71,0,0,0,45,597,249,118,93,0,0
STOUDAM01 ,Amare,Stoudemire,N,21,804,534,131,76,207,25,20,39,66,87,349,187,211,159,4,1
STOUDDA01 ,Damon,Stoudamire,N,46,1461,520,122,30,152,231,31,9,98,120,474,190,108,92,122,48
STRAWJO01 ,Joe,Strawder,N,6,177,42,0,0,65,9,0,0,0,27,42,14,22,14,0,0
STRICER01 ,Erick,Strickland,N,20,201,70,20,5,25,34,8,1,13,21,65,22,23,21,30,5
STRICMA01 ,Mark,Strickland,N,10,62,23,10,3,13,1,4,1,4,4,18,10,8,3,0,0
STRICRO01 ,Rod,Strickland,N,52,1597,699,142,65,207,390,56,11,125,135,617,275,197,139,35,10
STROEJO01 ,John,Stroeder,N,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
STRONDE01 ,Derek,Strong,N,10,292,76,41,33,74,7,6,3,20,29,54,26,33,24,1,0
SUNDOBR01 ,Bruno,Sundov,N,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SUNDVJO01 ,Jon,Sundvold,N,10,157,59,5,2,7,25,4,0,9,6,57,25,6,5,18,4
SURABO01  ,Bob,Sura,N,13,231,63,25,6,31,21,9,0,17,23,54,23,15,10,15,7
